"","protein","...1","logFC","AveExpr","t","P.Value","adj.P.Val","B","q","-log10p","regulated_q","sex","keywords","gobp","gocc","gomf"
"11","ABCC9","ABCC9",0.19699907041521,9.63859559650596,1.10939859260643,0.281026882262921,0.388873834663482,-7.38950721916217,0.132946540426813,0.551252134685527,NA,"male","Alternative splicing;ATP-binding;Atrial fibrillation;Cardiomyopathy;Disease variant;Glycoprotein;Intellectual disability;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","cardiac conduction [GO:0061337]; cardiac muscle cell contraction [GO:0086003]; defense response to virus [GO:0051607]; inorganic cation transmembrane transport [GO:0098662]; monoatomic cation transmembrane transport [GO:0098655]; negative regulation of blood pressure [GO:0045776]; potassium ion import across plasma membrane [GO:1990573]; potassium ion transmembrane transport [GO:0071805]; regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization [GO:1903760]; response to ATP [GO:0033198]; transmembrane transport [GO:0055085]; transport across blood-brain barrier [GO:0150104]","inward rectifying potassium channel [GO:0008282]; membrane [GO:0016020]; plasma membrane [GO:0005886]; potassium ion-transporting ATPase complex [GO:0031004]; sarcomere [GO:0030017]","ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled monoatomic cation transmembrane transporter activity [GO:0019829]; ATPase-coupled transmembrane transporter activity [GO:0042626]; potassium channel activity [GO:0005267]; potassium channel regulator activity [GO:0015459]; sulfonylurea receptor activity [GO:0008281]; transmembrane transporter binding [GO:0044325]"
"12","ABCC9","ABCC9",0.336183850469993,9.61987404204253,1.26801821049536,0.221987909298165,0.3939867554547,-6.69740033461237,0.160654656428867,0.6536706790092,NA,"female","Alternative splicing;ATP-binding;Atrial fibrillation;Cardiomyopathy;Disease variant;Glycoprotein;Intellectual disability;Membrane;Nucleotide-binding;Receptor;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","cardiac conduction [GO:0061337]; cardiac muscle cell contraction [GO:0086003]; defense response to virus [GO:0051607]; inorganic cation transmembrane transport [GO:0098662]; monoatomic cation transmembrane transport [GO:0098655]; negative regulation of blood pressure [GO:0045776]; potassium ion import across plasma membrane [GO:1990573]; potassium ion transmembrane transport [GO:0071805]; regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization [GO:1903760]; response to ATP [GO:0033198]; transmembrane transport [GO:0055085]; transport across blood-brain barrier [GO:0150104]","inward rectifying potassium channel [GO:0008282]; membrane [GO:0016020]; plasma membrane [GO:0005886]; potassium ion-transporting ATPase complex [GO:0031004]; sarcomere [GO:0030017]","ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled monoatomic cation transmembrane transporter activity [GO:0019829]; ATPase-coupled transmembrane transporter activity [GO:0042626]; potassium channel activity [GO:0005267]; potassium channel regulator activity [GO:0015459]; sulfonylurea receptor activity [GO:0008281]; transmembrane transporter binding [GO:0044325]"
"13","ABCE1","ABCE1",0.312582987451361,12.5353902068743,4.19933001606981,0.00032047391857278,0.0027543434082742,-0.853209439528287,0.00112312936365772,3.49420730929907,"+","female","3D-structure;4Fe-4S;ATP-binding;Chaperone;Cytoplasm;Host-virus interaction;Iron;Iron-sulfur;Isopeptide bond;Metal-binding;Mitochondrion;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Translation regulation;Ubl conjugation","negative regulation of endoribonuclease activity [GO:0060702]; regulation of translation [GO:0006417]; ribosomal subunit export from nucleus [GO:0000054]; translational initiation [GO:0006413]; translational termination [GO:0006415]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]","4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; endoribonuclease inhibitor activity [GO:0060698]; iron ion binding [GO:0005506]; ribosomal small subunit binding [GO:0043024]"
"14","ABCE1","ABCE1",0.356868028980864,12.6677020877853,5.27828331216285,1.79379381508301e-05,9.933523583332e-05,1.58664410141023,3.39603099240393e-05,4.74622747774556,"+","male","3D-structure;4Fe-4S;ATP-binding;Chaperone;Cytoplasm;Host-virus interaction;Iron;Iron-sulfur;Isopeptide bond;Metal-binding;Mitochondrion;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Translation regulation;Ubl conjugation","negative regulation of endoribonuclease activity [GO:0060702]; regulation of translation [GO:0006417]; ribosomal subunit export from nucleus [GO:0000054]; translational initiation [GO:0006413]; translational termination [GO:0006415]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]","4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; endoribonuclease inhibitor activity [GO:0060698]; iron ion binding [GO:0005506]; ribosomal small subunit binding [GO:0043024]"
"15","ABCF1","ABCF1",0.217149326988844,13.6860795368519,2.97211801905279,0.00643822218696963,0.0166359477629008,-4.21485665371677,0.0056874273984331,2.19123403962465,"+","male","3D-structure;Activator;Alternative splicing;ATP-binding;Cytoplasm;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat","inflammatory response [GO:0006954]; positive regulation of translation [GO:0045727]; translation [GO:0006412]; translational initiation [GO:0006413]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; polysomal ribosome [GO:0042788]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation activator activity [GO:0008494]; translation factor activity, RNA binding [GO:0008135]"
"16","ABCF1","ABCF1",0.238596439952911,13.7107715246025,2.68814596767896,0.0128787853983604,0.0476877567138695,-4.43393005976732,0.019445476439654,1.89012509347179,"+","female","3D-structure;Activator;Alternative splicing;ATP-binding;Cytoplasm;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat","inflammatory response [GO:0006954]; positive regulation of translation [GO:0045727]; translation [GO:0006412]; translational initiation [GO:0006413]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear envelope [GO:0005635]; nucleoplasm [GO:0005654]; polysomal ribosome [GO:0042788]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation activator activity [GO:0008494]; translation factor activity, RNA binding [GO:0008135]"
"17","ABCF2","ABCF2",0.0217814024389504,10.6685219055719,0.158557859940745,0.875394861983227,0.913358414671276,-8.09619805480344,0.312255108408987,0.0577960067506415,NA,"male","Acetylation;Alternative splicing;ATP-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat",NA,"membrane [GO:0016020]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]"
"18","ABCF2","ABCF2",0.104437269518474,10.4257605204275,0.591488395227203,0.560854697099634,0.715075816327371,-7.43785249817717,0.291584064698018,0.251149638603846,NA,"female","Acetylation;Alternative splicing;ATP-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat",NA,"membrane [GO:0016020]","ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]"
"19","ABHD10","ABHD10",-0.471197176906015,12.0741080208624,-5.90083278896088,4.42627382833073e-06,9.11366596883637e-05,3.4398394953016,3.71624897223026e-05,5.35396172225367,"+","female","Alternative splicing;Hydrolase;Mitochondrion;Reference proteome;Transit peptide","cellular glucuronidation [GO:0052695]; glucuronoside catabolic process [GO:0019391]; protein depalmitoylation [GO:0002084]","cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; mycophenolic acid acyl-glucuronide esterase activity [GO:0102390]; palmitoyl-(protein) hydrolase activity [GO:0008474]"
"20","ABHD10","ABHD10",-0.494868412491536,12.0547345304056,-6.76447715401568,4.23868528656504e-07,3.99189341297227e-06,5.37890057601589,1.36473162167494e-06,6.37276882768328,"+","male","Alternative splicing;Hydrolase;Mitochondrion;Reference proteome;Transit peptide","cellular glucuronidation [GO:0052695]; glucuronoside catabolic process [GO:0019391]; protein depalmitoylation [GO:0002084]","cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]","hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; mycophenolic acid acyl-glucuronide esterase activity [GO:0102390]; palmitoyl-(protein) hydrolase activity [GO:0008474]"
"21","ABHD11","ABHD11",-0.628252367905166,12.2565168852107,-9.02990610688058,2.32142853558769e-09,4.40148999826991e-08,10.699036705833,1.50476276836569e-08,8.6342446814045,"+","male","Alternative splicing;Hydrolase;Reference proteome;Williams-Beuren syndrome","cellular lipid metabolic process [GO:0044255]","mitochondrion [GO:0005739]","hydrolase activity [GO:0016787]"
"22","ABHD11","ABHD11",-0.456158492380638,12.0915581230319,-4.39185487208178,0.00019668246803791,0.00187011702167612,-0.368749718360824,0.00076257133885735,3.70623435067411,"+","female","Alternative splicing;Hydrolase;Reference proteome;Williams-Beuren syndrome","cellular lipid metabolic process [GO:0044255]","mitochondrion [GO:0005739]","hydrolase activity [GO:0016787]"
"23","ABHD14B","ABHD14B",0.302265637169995,16.1351958217066,3.20443539791754,0.00366327332010029,0.0101332864883547,-3.67494927569449,0.00346432508874333,2.43613067702668,"+","male","3D-structure;Acetylation;Acyltransferase;Alternative splicing;Cytoplasm;Nucleus;Phosphoprotein;Reference proteome;Transferase","3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","acyltransferase activity [GO:0016746]; hydrolase activity [GO:0016787]"
"24","ABHD14B","ABHD14B",0.254118300992477,16.0024164028438,2.29274352372568,0.0309697574390843,0.0945949261373098,-5.24568279475899,0.0385726554207757,1.50906219610527,"+","female","3D-structure;Acetylation;Acyltransferase;Alternative splicing;Cytoplasm;Nucleus;Phosphoprotein;Reference proteome;Transferase","3'-phosphoadenosine 5'-phosphosulfate metabolic process [GO:0050427]; positive regulation of transcription by RNA polymerase II [GO:0045944]","cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]","acyltransferase activity [GO:0016746]; hydrolase activity [GO:0016787]"
"25","ABHD16A","ABHD16A",-0.361224034059497,11.3403159436201,-3.84394266947897,0.00073469701121914,0.00257458695608375,-2.11136786988537,0.000880188889889,3.13389172688173,"+","male","Alternative splicing;Direct protein sequencing;Disease variant;Hereditary spastic paraplegia;Hydrolase;Lipid metabolism;Membrane;Neurodegeneration;Reference proteome;Transmembrane;Transmembrane helix","monoacylglycerol catabolic process [GO:0052651]; phosphatidylserine catabolic process [GO:0006660]; prostaglandin catabolic process [GO:1905344]","membrane [GO:0016020]","acylglycerol lipase activity [GO:0047372]; phospholipase activity [GO:0004620]"
"26","ABHD16A","ABHD16A",-0.476799411068274,11.2469786978956,-3.75050245963995,0.00099285764408888,0.00663915555463174,-1.9678068098446,0.00270722616900203,3.00311301617596,"+","female","Alternative splicing;Direct protein sequencing;Disease variant;Hereditary spastic paraplegia;Hydrolase;Lipid metabolism;Membrane;Neurodegeneration;Reference proteome;Transmembrane;Transmembrane helix","monoacylglycerol catabolic process [GO:0052651]; phosphatidylserine catabolic process [GO:0006660]; prostaglandin catabolic process [GO:1905344]","membrane [GO:0016020]","acylglycerol lipase activity [GO:0047372]; phospholipase activity [GO:0004620]"
"27","ABHD5","ABHD5",-0.839857685812682,10.9206475868538,-7.39298462532192,1.5699047876401e-07,1.70898760722951e-06,6.49697088545748,5.84261448729443e-07,6.80412668609803,"+","male","Acetylation;Acyltransferase;Cataract;Cytoplasm;Deafness;Differentiation;Disease variant;Fatty acid metabolism;Ichthyosis;Lipid biosynthesis;Lipid droplet;Lipid metabolism;Phospholipid biosynthesis;Phospholipid metabolism;Phosphoprotein;Reference proteome;Transferase","cell differentiation [GO:0030154]; fatty acid metabolic process [GO:0006631]; lipid homeostasis [GO:0055088]; negative regulation of sequestering of triglyceride [GO:0010891]; phosphatidic acid biosynthetic process [GO:0006654]; positive regulation of lipoprotein lipase activity [GO:0051006]; positive regulation of triglyceride catabolic process [GO:0010898]","cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; lipid droplet [GO:0005811]; nucleoplasm [GO:0005654]","1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; carboxylic ester hydrolase activity [GO:0052689]; lysophosphatidic acid acyltransferase activity [GO:0042171]"
"28","ABHD5","ABHD5",-0.668094108101229,10.8762610289681,-3.14354797941115,0.0045685138279371,0.0212603033748878,-3.41580985787833,0.00866924252396294,2.34022505623154,"+","female","Acetylation;Acyltransferase;Cataract;Cytoplasm;Deafness;Differentiation;Disease variant;Fatty acid metabolism;Ichthyosis;Lipid biosynthesis;Lipid droplet;Lipid metabolism;Phospholipid biosynthesis;Phospholipid metabolism;Phosphoprotein;Reference proteome;Transferase","cell differentiation [GO:0030154]; fatty acid metabolic process [GO:0006631]; lipid homeostasis [GO:0055088]; negative regulation of sequestering of triglyceride [GO:0010891]; phosphatidic acid biosynthetic process [GO:0006654]; positive regulation of lipoprotein lipase activity [GO:0051006]; positive regulation of triglyceride catabolic process [GO:0010898]","cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; lipid droplet [GO:0005811]; nucleoplasm [GO:0005654]","1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; carboxylic ester hydrolase activity [GO:0052689]; lysophosphatidic acid acyltransferase activity [GO:0042171]"
"29","ABLIM1","ABLIM1",-0.768222825288706,10.9449546662866,-2.97498348153281,0.0101054296300156,0.039402914987881,-3.61459748091816,0.0160671943460844,1.9954452178262,"+","female","Actin-binding;Alternative splicing;Coiled coil;Cytoplasm;Cytoskeleton;Isopeptide bond;LIM domain;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Ubl conjugation;Zinc","animal organ morphogenesis [GO:0009887]; cilium assembly [GO:0060271]; cytoskeleton organization [GO:0007010]; lamellipodium assembly [GO:0030032]; visual perception [GO:0007601]","actin cytoskeleton [GO:0015629]; cytoplasm [GO:0005737]; lamellipodium [GO:0030027]; stress fiber [GO:0001725]","actin binding [GO:0003779]; actin filament binding [GO:0051015]; metal ion binding [GO:0046872]"
